name,uid,resource_type,water_fountain,bottle_filler,jug_filler,dog_fountain,latitude,longitude,address,city,state,zip_code,park,access,public_access_hours_open,public_access_hours_close,public_access_days,notes,data_source,point,supervisor_district,analysis_neighborhood,data_as_of,data_loaded_at,Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Recreation and Parks Properties
Mission PG Clubhouse,7754601808523934818,restroom,0,0,0,0,37.759404745040534,-122.42242458292566,19th & Linda,San Francisco,CA,94110,Mission Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.422424583 37.759404745),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,37,3,5,20,214
"Pier 7, J C Decaux",8712865930210385388,restroom,0,0,0,0,37.7976043,-122.3966113,475 The Embarcadero,San Francisco,CA,94105,,publicly_accessible,,,Daily,J C Decaux,port,POINT (-122.3966113 37.7976043),3,Financial District/South Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,77,6,3,8,
Mission Rec Center,7286495612961491893,restroom,0,0,0,0,37.758220490081314,-122.41279767791099,2450 Harrison St,San Francisco,CA,94110,Mission Rec Center,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.412797678 37.75822049),9,Mission,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,53,3,2,20,215
Mission Dolores South Restrooms,6914552669529225689,restroom,0,0,0,0,37.758563329153155,-122.426419014319,,San Francisco,CA,,Mission Dolores Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.426419014 37.758563329),8,Castro/Upper Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,37,3,5,5,213
MS Hayward Clubhouse,6767209351983151189,restroom,0,0,0,0,37.78052805955708,-122.42582423070334,1016 Laguna,San Francisco,CA,94102,Margaret S.Hayward Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.425824231 37.78052806),5,Western Addition,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,100,4,11,39,140
Mountain Lake Park - Asphalt Pathway Drinking Fountain,2747603554687007857,drinking_water,1,0,0,0,37.78697165,-122.46793154,1 Eleventh Avenue,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.467931542 37.786971652),1,Inner Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,4,,6,11,134
SoMa Pit Stop - Victoria Manalo Draves Park (Rec Park),3769861877417491906,restroom,0,0,0,0,37.77676,-122.40602,Victoria Manalo Draves Park (Rec Park),San Francisco,CA,,Victoria Manalo Draves Park,limited_access,,,,,pit_stop,POINT (-122.40602 37.77676),6,South of Market,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,32,1,10,34,98
South Beach Harbor,5535662967239792186,drinking_water,1,1,0,1,37.7803467,-122.3877,Pier 40A The Embarcadero,San Francisco,CA,94107,,publicly_accessible,,,Daily,Outside of playground,port,POINT (-122.3877 37.7803467),6,Mission Bay,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,31,1,10,4,
Crocker Amazon Playground - Bottle Filling Station,8043773709342955238,drinking_water,1,1,0,0,37.71379099,-122.42993906,Moscow & Geneva Streets,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.42993906 37.713790993),11,Excelsior,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,58,9,1,7,158
Joseph L. Alioto Performing Arts Piazza - DF Paths Drinking Fountain,4026911834320374293,drinking_water,1,0,0,0,37.77916554,-122.41722142,Grove & Larkin Streets,San Francisco,CA,94102,Joseph L. Alioto Performing Arts Piazza,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.417221416 37.779165536),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,21,4,10,36,57
Tenderloin Pit Stop - Turk and Hyde streets,4596080096965280480,restroom,0,0,0,0,37.782536,-122.41574,Turk and Hyde streets,San Francisco,CA,,,publicly_accessible,,,,,pit_stop,POINT (-122.41574 37.782536),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,20,5,10,36,
Golden Gate Park - Section 6 - Bottle Filling Station,1954437290140338389,drinking_water,1,1,0,0,37.76680414,-122.50818661,Golden Gate Park,San Francisco,CA,94122,Golden Gate Park - Section 6,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.508186612 37.766804144),4,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,8,4,12,234
Merced Heights Playground - Turf Drinking Fountain,8077419409885926917,drinking_water,1,0,0,0,37.71748144,-122.47038419,Byxbee & Shields Streets,San Francisco,CA,94132,Merced Heights Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470384188 37.717481445),11,Oceanview/Merced/Ingleside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,65,10,1,24,138
Tenderloin Pit Stop - Eddy St. and Jones St.,1822039486289552148,restroom,0,0,0,0,37.784122,-122.41227,Eddy St. and Jones St.,San Francisco,CA,,Father Alfred E. Boeddeker Park,publicly_accessible,,,,,pit_stop,POINT (-122.41227 37.784122),5,Tenderloin,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,20,5,10,36,162
Rossi Annex Bathrooms,6562678434491126801,restroom,0,0,0,0,37.77798753036119,-122.45767116556061,2 Willard North Street,San Francisco,CA,94118,Angelo J. Rossi Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.457671166 37.77798753),1,Lone Mountain/USF,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,12,8,4,18,204
Noe Valley Courts - Perennial Bed Dog Drinking Fountain,4212533191010193057,drinking_water,1,0,0,1,37.75145346,-122.43894561,24th Street & Douglass,San Francisco,CA,94114,Noe Valley Courts,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.438945611 37.751453464),8,Noe Valley,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,51,3,5,22,132
Palega Playground - Unisex Restroom Hi-low Drinking Fountain,3637715057731421584,drinking_water,1,0,0,0,37.72890703,-122.40968717,500 Felton,San Francisco,CA,94134,Palega Playground,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.409687171 37.728907033),9,Portola,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,91,2,2,25,130
Jackson Clubhouse,5798803553978306037,restroom,0,0,0,0,37.76388493548069,-122.39892775738193,17th & Arkansas St,San Francisco,CA,94107,Jackson Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.398927757 37.763884935),10,Potrero Hill,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,54,1,9,26,179
South Sunset Playground - Asphalt Pathway Drinking Fountain,6966005873581000536,drinking_water,1,1,0,0,37.73800239,-122.4983337,40th Avenue & Vicente,San Francisco,CA,94116,South Sunset Playground,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.498333704 37.738002385),4,Sunset/Parkside,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,40,10,7,35,110
Crocker Amazon Playground - Drinking Fountain/Cooler,2289321129029835654,drinking_water,1,0,0,0,37.71440073,-122.42886246,Moscow & Geneva Streets,San Francisco,CA,94134,Crocker Amazon Playground,publicly_accessible,08:00:00,20:00:00,Daily,Crocker Amazon Playground,rec,POINT (-122.428862463 37.714400733),11,Excelsior,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,58,9,1,7,158
Mountain Lake Park - Asphalt Pathway Drinking Fountain,9010248336996548463,drinking_water,1,0,0,0,37.78685501,-122.47042907,1 Eleventh Avenue,San Francisco,CA,94118,Mountain Lake Park,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.470429067 37.786855006),1,Inner Richmond,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,4,,6,11,134
Washington Square Bathrooms,9223139223415104835,restroom,0,0,0,0,37.801064242849186,-122.4106342849569,Filbert & Stockton & Columbus,San Francisco,CA,94133,Washington Square,publicly_accessible,08:00:00,20:00:00,Daily,,rec,POINT (-122.410634285 37.801064243),3,North Beach,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,106,6,3,23,94
Golden Gate Park - Section 1 - Park aid station - drinking fountain,1406029671417909664,drinking_water,1,0,0,0,37.76699483,-122.45332847,811 Stanyan St,San Francisco,CA,94122,Golden Gate Park - Section 1,limited_access,08:00:00,20:00:00,Daily,,rec,POINT (-122.453328468 37.766994833),5,Golden Gate Park,2024/03/01 11:23:48 AM,2024/03/01 11:29:55 AM,9,7,11,12,229
